name,geometry,latitude,longitude
,"POLYGON ((77.7183849 12.9427833, 77.7184305 12.9426581, 77.7184681 12.9425219, 77.7190822 12.9427153, 77.7195033 12.9428225, 77.7200612 12.9431767, 77.7203 12.9432747, 77.7208686 12.9432381, 77.7211261 12.9432015, 77.72135 12.9430538, 77.7215539 12.9430003, 77.7217857 12.9429965, 77.7220327 12.9429924, 77.7222323 12.9430411, 77.7223462 12.9430879, 77.7223358 12.9432175, 77.7223362 12.9433552, 77.7221788 12.9433205, 77.7221467 12.9431963, 77.7220045 12.9431048, 77.7218395 12.9430852, 77.7215847 12.9431362, 77.7213326 12.9431924, 77.7211274 12.9432865, 77.7208887 12.9433976, 77.7205883 12.943476, 77.7202879 12.9434433, 77.7198909 12.9432865, 77.7197273 12.9431741, 77.7195744 12.9430172, 77.7193424 12.942931, 77.7189414 12.9428865, 77.7183849 12.9427833))",12.943059759106701,77.72022636410713
,"POLYGON ((77.4822928 13.0264533, 77.4825811 13.0263252, 77.4824524 13.0258327, 77.4822244 13.0259698, 77.4822928 13.0264533))",13.026152776904533,77.48239095718021
,"POLYGON ((77.5526713 13.014972, 77.55291 13.0148975, 77.5528069 13.0145837, 77.5525681 13.0146582, 77.5526713 13.014972))",13.01477784062599,77.5527390699402
,"POLYGON ((77.7592698 12.9767808, 77.759475 12.9774421, 77.7591276 12.9779236, 77.7591873 12.9779681, 77.7587105 12.978583, 77.7587374 12.9786849, 77.7586141 12.9787149, 77.7585279 12.9784027, 77.7589667 12.9777988, 77.7590029 12.97751, 77.7591853 12.977527, 77.7592698 12.9767808))",12.97785760223696,77.75902549010146
,"POLYGON ((77.7590646 12.9792599, 77.7592845 12.9791266, 77.7589586 12.9788482, 77.7590646 12.9792599))",12.979078233333334,77.75910256666667
,"POLYGON ((77.6964772 12.9486938, 77.6964924 12.9486717, 77.6965149 12.9486565, 77.6965415 12.9486503, 77.6965685 12.9486539, 77.6965924 12.9486668, 77.6966099 12.9486872, 77.6966186 12.948712, 77.6966176 12.9487382, 77.6966071 12.9487623, 77.6965885 12.9487812, 77.6965643 12.9487924, 77.6965375 12.9487944, 77.6965152 12.9487886, 77.6964958 12.9487764, 77.6964812 12.948759, 77.6964728 12.948738, 77.6964714 12.9487156, 77.6964772 12.9486938))",12.948722579926365,77.69654511495723
,"POLYGON ((77.6968011 12.9486753, 77.6968164 12.9486533, 77.6968389 12.9486381, 77.6968654 12.9486319, 77.6968925 12.9486355, 77.6969164 12.9486483, 77.6969339 12.9486688, 77.6969425 12.9486936, 77.6969416 12.9487197, 77.6969311 12.9487438, 77.6969125 12.9487627, 77.6968882 12.9487739, 77.6968615 12.948776, 77.6968392 12.9487702, 77.6968198 12.948758, 77.6968051 12.9487405, 77.6967967 12.9487196, 77.6967953 12.9486971, 77.6968011 12.9486753))",12.948704145226431,77.69686905632996
,"POLYGON ((77.6927552 12.9482594, 77.692747 12.9470298, 77.6925046 12.9470255, 77.6924664 12.9474763, 77.6925414 12.9483168, 77.6927552 12.9482594))",12.947641333219293,77.69262232498136
,"POLYGON ((77.6933934 12.9430911, 77.6935026 12.9430976, 77.6936113 12.94311, 77.6937145 12.9431276, 77.6938165 12.9431506, 77.693806 12.9431103, 77.6937647 12.9429642, 77.6937585 12.9429424, 77.6934224 12.9430326, 77.6934218 12.9430477, 77.6934175 12.9430623, 77.6934076 12.9430784, 77.6933934 12.9430911))",12.943050696961071,77.69363792434493
,"POLYGON ((77.6367944 12.8904673, 77.6378228 12.8901821, 77.6377584 12.8899614, 77.63673 12.8902465, 77.6367944 12.8904673))",12.89021433544166,77.63727636422396
,"POLYGON ((77.7174778 12.9496294, 77.7174818 12.9492527, 77.7172434 12.9492519, 77.7172362 12.9495532, 77.7173167 12.9495595, 77.7173787 12.9496231, 77.7174778 12.9496294))",12.949425112948381,77.71736574235003
,"POLYGON ((77.6443256 12.95249, 77.6444408 12.9518214, 77.6442313 12.9517871, 77.6442016 12.9519595, 77.6443163 12.9521164, 77.6442539 12.9524782, 77.6443256 12.95249))",12.952057041535936,77.64432211655756
,"POLYGON ((77.6435586 12.9508449, 77.6435948 12.9508482, 77.6435985 12.9508093, 77.6435623 12.950806, 77.6435586 12.9508449))",12.950827099999998,77.64357855
,"POLYGON ((77.6557035 12.940541, 77.6557167 12.9405272, 77.655733 12.9405169, 77.6557512 12.9405107, 77.6557705 12.9405089, 77.6557897 12.9405116, 77.6558077 12.9405187, 77.6558233 12.9405298, 77.6558359 12.9405442, 77.6558454 12.9405637, 77.6558492 12.940585, 77.6558468 12.9406065, 77.6558386 12.9406266, 77.655825 12.9406437, 77.6558072 12.9406565, 77.6557864 12.9406642, 77.6557643 12.940666, 77.6557431 12.9406621, 77.6557236 12.9406528, 77.6557074 12.9406389, 77.6556956 12.9406212, 77.6556891 12.9406011, 77.6556882 12.94058, 77.6556931 12.9405595, 77.6557035 12.940541))",12.940587442443434,77.65576852018813
,"POLYGON ((77.6557313 12.9401773, 77.6557445 12.9401635, 77.6557608 12.9401532, 77.655779 12.940147, 77.6557983 12.9401452, 77.6558175 12.9401479, 77.6558354 12.940155, 77.6558511 12.9401661, 77.6558637 12.9401805, 77.6558732 12.9402, 77.655877 12.9402213, 77.6558746 12.9402428, 77.6558664 12.9402629, 77.6558528 12.94028, 77.655835 12.9402929, 77.6558142 12.9403005, 77.6557921 12.9403024, 77.6557709 12.9402984, 77.6557514 12.9402892, 77.6557352 12.9402752, 77.6557234 12.9402575, 77.6557169 12.9402374, 77.655716 12.9402164, 77.6557209 12.9401958, 77.6557313 12.9401773))",12.940223766853663,77.65579631842833
,"POLYGON ((77.6554089 12.9404777, 77.6554305 12.9404552, 77.655457 12.9404384, 77.6554868 12.9404283, 77.6555182 12.9404254, 77.6555495 12.9404298, 77.6555788 12.9404414, 77.6556043 12.9404595, 77.6556248 12.9404829, 77.6556404 12.9405147, 77.6556465 12.9405495, 77.6556426 12.9405845, 77.6556291 12.9406172, 77.655607 12.9406451, 77.655578 12.9406661, 77.6555441 12.9406786, 77.6555081 12.9406816, 77.6554734 12.9406752, 77.6554418 12.9406601, 77.6554153 12.9406373, 77.6553961 12.9406085, 77.6553854 12.9405757, 77.655384 12.9405414, 77.655392 12.9405079, 77.6554089 12.9404777))",12.940553447174922,77.65551494166932
,"POLYGON ((77.655416 12.9401953, 77.6554376 12.9401729, 77.6554641 12.9401561, 77.6554939 12.9401459, 77.6555253 12.940143, 77.6555566 12.9401475, 77.6555859 12.940159, 77.6556115 12.9401771, 77.6556319 12.9402006, 77.6556475 12.9402324, 77.6556536 12.9402671, 77.6556497 12.9403022, 77.6556363 12.9403349, 77.6556142 12.9403628, 77.6555851 12.9403838, 77.6555513 12.9403962, 77.6555152 12.9403992, 77.6554806 12.9403929, 77.6554489 12.9403777, 77.6554225 12.940355, 77.6554032 12.9403261, 77.6553925 12.9402934, 77.6553911 12.940259, 77.6553991 12.9402255, 77.655416 12.9401953))",12.940271093303926,77.6555220667095
,"POLYGON ((77.6583939 12.9409541, 77.6584101 12.9409367, 77.6584301 12.9409237, 77.6584527 12.9409157, 77.6584767 12.9409133, 77.6585006 12.9409165, 77.6585229 12.9409254, 77.6585424 12.9409392, 77.6585579 12.9409571, 77.6585695 12.9409814, 77.6585739 12.9410078, 77.6585706 12.9410343, 77.65856 12.941059, 77.6585429 12.9410799, 77.6585205 12.9410954, 77.6584946 12.9411044, 77.6584672 12.941106, 77.6584418 12.9411008, 77.6584186 12.9410892, 77.6583993 12.9410722, 77.6583852 12.9410509, 77.6583774 12.9410267, 77.6583762 12.9410014, 77.6583818 12.9409766, 77.6583939 12.9409541))",12.941009710027462,77.65847481291797
,"POLYGON ((77.6583899 12.9407221, 77.6584061 12.9407047, 77.6584261 12.9406917, 77.6584487 12.9406837, 77.6584727 12.9406813, 77.6584965 12.9406845, 77.6585189 12.9406934, 77.6585384 12.9407072, 77.6585539 12.9407251, 77.6585655 12.9407494, 77.6585699 12.9407758, 77.6585666 12.9408023, 77.658556 12.940827, 77.6585389 12.9408479, 77.6585165 12.9408634, 77.6584906 12.9408724, 77.6584632 12.940874, 77.6584378 12.9408688, 77.6584146 12.9408572, 77.6583953 12.9408402, 77.6583812 12.9408189, 77.6583733 12.9407947, 77.6583722 12.9407694, 77.6583778 12.9407446, 77.6583899 12.9407221))",12.940777713273736,77.65847080429066
,"POLYGON ((77.6588217 12.9409541, 77.6588379 12.9409367, 77.6588579 12.9409237, 77.6588806 12.9409157, 77.6589045 12.9409133, 77.6589284 12.9409165, 77.6589507 12.9409254, 77.6589702 12.9409391, 77.6589857 12.9409571, 77.6589973 12.9409814, 77.6590017 12.9410078, 77.6589985 12.9410343, 77.6589879 12.941059, 77.6589707 12.9410799, 77.6589483 12.9410954, 77.6589225 12.9411044, 77.6588951 12.941106, 77.6588696 12.9411008, 77.6588464 12.9410892, 77.6588271 12.9410722, 77.6588131 12.9410509, 77.6588052 12.9410267, 77.658804 12.9410014, 77.6588097 12.9409766, 77.6588217 12.9409541))",12.941009713814761,77.65890264667196
,"POLYGON ((77.6588186 12.940722, 77.6588348 12.9407046, 77.6588548 12.9406915, 77.6588774 12.9406835, 77.6589014 12.9406811, 77.6589252 12.9406844, 77.6589476 12.9406932, 77.6589671 12.940707, 77.6589826 12.9407249, 77.6589942 12.9407492, 77.6589986 12.9407756, 77.6589953 12.9408022, 77.6589847 12.9408268, 77.6589676 12.9408477, 77.6589452 12.9408632, 77.6589193 12.9408722, 77.6588919 12.9408738, 77.6588665 12.9408686, 77.6588433 12.940857, 77.658824 12.94084, 77.6588099 12.9408187, 77.658802 12.9407945, 77.6588009 12.9407692, 77.6588065 12.9407444, 77.6588186 12.940722))",12.940777528220666,77.65889951217227
,"POLYGON ((77.6582958 12.940053, 77.6583171 12.9400301, 77.6583434 12.9400129, 77.6583733 12.9400023, 77.6584048 12.9399992, 77.6584362 12.9400035, 77.6584656 12.9400151, 77.6584913 12.9400333, 77.6585117 12.9400569, 77.658527 12.9400888, 77.6585328 12.9401236, 77.6585285 12.9401586, 77.6585146 12.9401911, 77.658492 12.9402186, 77.6584625 12.940239, 77.6584284 12.9402508, 77.6583924 12.940253, 77.6583588 12.9402461, 77.6583283 12.9402309, 77.6583029 12.9402085, 77.6582844 12.9401804, 77.658274 12.9401486, 77.6582725 12.9401152, 77.6582799 12.9400826, 77.6582958 12.940053))",12.940126182209294,77.65840234254797
,"POLYGON ((77.6582904 12.9404072, 77.6583117 12.9403843, 77.6583381 12.9403671, 77.6583679 12.9403566, 77.6583995 12.9403534, 77.6584309 12.9403577, 77.6584603 12.9403693, 77.6584859 12.9403875, 77.6585063 12.9404111, 77.6585217 12.940443, 77.6585274 12.9404778, 77.6585231 12.9405128, 77.6585092 12.9405453, 77.6584866 12.9405728, 77.6584571 12.9405933, 77.6584231 12.940605, 77.658387 12.9406072, 77.6583535 12.9406003, 77.658323 12.9405851, 77.6582975 12.9405627, 77.658279 12.9405346, 77.6582686 12.9405028, 77.6582671 12.9404694, 77.6582745 12.9404368, 77.6582904 12.9404072))",12.940480387305671,77.65839696422609
,"POLYGON ((77.6587477 12.9404111, 77.658769 12.9403882, 77.6587954 12.940371, 77.6588252 12.9403605, 77.6588568 12.9403573, 77.6588882 12.9403616, 77.6589176 12.9403732, 77.6589433 12.9403914, 77.6589637 12.9404151, 77.658979 12.940447, 77.6589847 12.9404818, 77.6589805 12.9405167, 77.6589665 12.9405492, 77.6589439 12.9405768, 77.6589145 12.9405972, 77.6588804 12.9406089, 77.6588443 12.9406111, 77.6588108 12.9406042, 77.6587803 12.940589, 77.6587549 12.9405666, 77.6587363 12.9405385, 77.6587259 12.9405067, 77.6587244 12.9404733, 77.6587318 12.9404407, 77.6587477 12.9404111))",12.940484289619764,77.65885428673373
,"POLYGON ((77.658754 12.9400503, 77.6587753 12.9400273, 77.6588016 12.9400101, 77.6588315 12.9399996, 77.658863 12.9399964, 77.6588944 12.9400007, 77.6589238 12.9400123, 77.6589495 12.9400305, 77.6589699 12.9400542, 77.6589852 12.9400861, 77.658991 12.9401209, 77.6589867 12.9401559, 77.6589728 12.9401884, 77.6589502 12.9402159, 77.6589207 12.9402363, 77.6588866 12.9402481, 77.6588505 12.9402502, 77.658817 12.9402433, 77.6587865 12.9402281, 77.6587611 12.9402057, 77.6587426 12.9401776, 77.6587322 12.9401458, 77.6587307 12.9401124, 77.6587381 12.9400798, 77.658754 12.9400503))",12.940123419111941,77.65886055729996
,"POLYGON ((77.6594701 12.941722, 77.6601125 12.9417207, 77.6601118 12.9413677, 77.6594694 12.941369, 77.6594701 12.941722))",12.941544850000003,77.65979095000002
,"POLYGON ((77.6597169 12.939104, 77.6609534 12.9396895, 77.6613091 12.938976, 77.6600726 12.9383904, 77.6597169 12.939104))",12.93903996752815,77.66051298928397
,"POLYGON ((77.6582363 12.9397261, 77.658982 12.9397794, 77.6590437 12.9389602, 77.658298 12.9389069, 77.6582363 12.9397261))",12.93934315,77.65863999999999
,"POLYGON ((77.6578528 12.939266, 77.6582551 12.9392948, 77.6582842 12.9389083, 77.6578818 12.9388796, 77.6578528 12.939266))",12.939087168297917,77.65806848479997
,"POLYGON ((77.6574773 12.9386021, 77.6577817 12.9383759, 77.6576678 12.9382303, 77.6573634 12.9384564, 77.6574773 12.9386021))",12.938416185156502,77.65757254052632
,"POLYGON ((77.6561727 12.9399471, 77.6569926 12.9393802, 77.6566452 12.9389029, 77.6558252 12.9394698, 77.6561727 12.9399471))",12.93942500132522,77.65640891606701
,"POLYGON ((77.6568234 12.9414041, 77.6575444 12.9414457, 77.6576068 12.9404196, 77.6568858 12.940378, 77.6568234 12.9414041))",12.940911850000003,77.65721510000002
,"POLYGON ((77.655302 12.9424657, 77.6562059 12.9424003, 77.6561568 12.9417551, 77.6552529 12.9418205, 77.655302 12.9424657))",12.9421104,77.65572940000001
,"POLYGON ((77.6461029 12.9558723, 77.6461774 12.9559227, 77.6462371 12.9559631, 77.6462877 12.9558818, 77.6464961 12.955621, 77.6465179 12.9556243, 77.6465396 12.9556203, 77.6465587 12.9556095, 77.6465736 12.955592, 77.6465813 12.9555704, 77.6465806 12.9555475, 77.6465717 12.9555264, 77.6466048 12.955485, 77.6467509 12.9554354, 77.6468824 12.9553907, 77.6470181 12.9553447, 77.6471475 12.9553008, 77.6471809 12.9552838, 77.6471937 12.9552973, 77.6472103 12.9553063, 77.6472288 12.9553098, 77.6472476 12.9553076, 77.6472647 12.9552998, 77.6472795 12.955286, 77.6472887 12.9552682, 77.6472913 12.9552484, 77.647287 12.9552289, 77.6472762 12.9552119, 77.6473073 12.9551285, 77.6473599 12.9550032, 77.6474126 12.954872, 77.6474671 12.9547394, 77.6474936 12.9546623, 77.6475257 12.9546672, 77.647546 12.9546624, 77.6475633 12.954651, 77.6475755 12.9546345, 77.6475813 12.9546131, 77.6475784 12.9545911, 77.6475673 12.9545718, 77.6475468 12.9545534, 77.647576 12.9544873, 77.6476188 12.9543901, 77.6476288 12.9543675, 77.6477074 12.9541893, 77.6476289 12.9541525, 77.6475521 12.9541182, 77.6471063 12.9550902, 77.6466096 12.9552835, 77.646399 12.9554114, 77.6461029 12.9558723))",12.955104333162165,77.64698570418344
,"POLYGON ((77.6480228 12.9556353, 77.6480456 12.9556293, 77.6480664 12.9556182, 77.6480838 12.9556027, 77.6480969 12.9555838, 77.6481051 12.9555625, 77.648108 12.9555399, 77.6480295 12.9555831, 77.6480134 12.955617, 77.6480228 12.9556353))",12.95559159119129,77.64806029361121
,"POLYGON ((77.6472956 12.9557735, 77.6472813 12.9557854, 77.6472654 12.9557951, 77.6472478 12.9558026, 77.6472292 12.9558075, 77.6472698 12.9558268, 77.6472814 12.955814, 77.6472957 12.9558043, 77.647312 12.955798, 77.647335 12.9557958, 77.6473576 12.9558007, 77.6473992 12.9557102, 77.6473798 12.9557016, 77.6473586 12.955702, 77.6473397 12.9557111, 77.6473264 12.9557271, 77.6472956 12.9557735))",12.955762178325779,77.64733174577442
,"POLYGON ((77.6447335 12.9572313, 77.6447876 12.9572827, 77.6448364 12.9573279, 77.644801 12.9573643, 77.6446978 12.9574532, 77.6447377 12.9574956, 77.6447065 12.9575139, 77.6443143 12.9577572, 77.6442834 12.9577497, 77.6442574 12.9576706, 77.6442381 12.9576118, 77.6445716 12.9573752, 77.6446419 12.9573181, 77.6446654 12.957299, 77.6447335 12.9572313))",12.957506570665851,77.64453084703888
,"POLYGON ((77.6428347 13.082549, 77.6433483 13.0824297, 77.6434407 13.0827144, 77.6435485 13.0826683, 77.6437792 13.0825089, 77.6440672 13.0823526, 77.6437932 13.0817954, 77.6434257 13.0817829, 77.6427186 13.0821408, 77.6428347 13.082549))",13.082211298823069,77.64341196304636
,"POLYGON ((77.6414441 13.0800845, 77.6415345 13.0801553, 77.6419622 13.0801229, 77.6419506 13.0799203, 77.6414341 13.0799945, 77.6414441 13.0800845))",13.080045703278648,77.6417157811605
,"POLYGON ((77.6388615 13.0801541, 77.6388905 13.0801719, 77.6389138 13.0801963, 77.63893 13.0802258, 77.638938 13.0802583, 77.6389371 13.0802917, 77.6389275 13.0803238, 77.6389098 13.0803524, 77.6388828 13.0803776, 77.6388531 13.0803929, 77.6388174 13.080401, 77.6387809 13.0803993, 77.6387461 13.0803879, 77.6387159 13.0803678, 77.6386924 13.0803404, 77.6386775 13.0803078, 77.6386723 13.0802724, 77.6386763 13.0802402, 77.6386884 13.0802099, 77.6387079 13.0801835, 77.6387335 13.0801626, 77.6387636 13.0801486, 77.6387963 13.0801423, 77.6388297 13.0801442, 77.6388615 13.0801541))",13.080271715577224,77.63880549383778
,"POLYGON ((77.6041013 13.0473213, 77.6039377 13.0466328, 77.6038572 13.0465844, 77.6038327 13.0464456, 77.6039055 13.0463637, 77.6038559 13.0459606, 77.6040103 13.0459685, 77.604309 13.0472929, 77.6041013 13.0473213))",13.046660451346138,77.60405546698992
,"POLYGON ((77.6318661 12.9286271, 77.6318532 12.9286429, 77.6318441 12.928661, 77.6318395 12.9286778, 77.631838 12.928695, 77.6318244 12.9287034, 77.6318132 12.9287146, 77.6318047 12.9287286, 77.6317998 12.9287441, 77.6317833 12.9287534, 77.63177 12.9287668, 77.6317609 12.9287833, 77.6317565 12.928805, 77.6317596 12.9288271, 77.6317667 12.9288425, 77.631779 12.9288545, 77.6317981 12.928862, 77.6318186 12.928861, 77.6318206 12.92888, 77.6316348 12.9289035, 77.6315953 12.9286709, 77.6318661 12.9286271))",12.92875948923934,77.631711083648
,"POLYGON ((77.5764638 13.0698689, 77.5759462 13.0695201, 77.5764893 13.0693659, 77.5767897 13.0690694, 77.5769922 13.0692196, 77.5764638 13.0698689))",13.069483106866619,77.57651621931551
,"POLYGON ((77.4887907 12.9848182, 77.4892522 12.984788, 77.4892708 12.9845163, 77.4887241 12.984536, 77.4887907 12.9848182))",12.984660892448627,77.48900689425443
,"POLYGON ((77.4827648 12.9807671, 77.4835565 12.9806443, 77.4837216 12.9814705, 77.4829027 12.9816729, 77.4827648 12.9807671))",12.981143379679608,77.48323147587544
,"POLYGON ((77.5037645 12.9753426, 77.5041288 12.9751568, 77.5039066 12.974611, 77.5034367 12.9749196, 77.5036657 12.9751518, 77.5037645 12.9753426))",12.974987089691131,77.50381248364435
Malathhalli Lake Park,"POLYGON ((77.4928492 12.9679155, 77.4935217 12.9678309, 77.493692 12.9683369, 77.4938196 12.9683286, 77.4946109 12.9682574, 77.4946323 12.9676693, 77.4947288 12.9674967, 77.4953753 12.9674052, 77.4954718 12.9674837, 77.495606 12.9676196, 77.4969064 12.9689458, 77.4976556 12.9697057, 77.4978189 12.9696506, 77.4981664 12.9695332, 77.4982276 12.9687915, 77.497819 12.9682357, 77.4976113 12.9681013, 77.4973627 12.9678973, 77.4968673 12.9669714, 77.4965506 12.9662132, 77.4965251 12.9660838, 77.4965165 12.9657121, 77.496537 12.965372, 77.4965425 12.9653339, 77.496554 12.9652972, 77.496571 12.9652625, 77.4965955 12.9652281, 77.4966256 12.9651981, 77.4966603 12.9651734, 77.4966987 12.9651546, 77.4968656 12.9650667, 77.4971295 12.9649672, 77.496663 12.9641359, 77.4963497 12.964194, 77.4960807 12.9639567, 77.4959275 12.9636747, 77.4956891 12.9629529, 77.4954524 12.9625862, 77.4953384 12.9620569, 77.4952073 12.9620785, 77.4950217 12.9612456, 77.4946948 12.9613385, 77.4946488 12.9620569, 77.4943151 12.9620835, 77.4927657 12.9625364, 77.4927913 12.9627057, 77.4922975 12.9625547, 77.492255 12.9622361, 77.4919372 12.9621686, 77.4916165 12.9621847, 77.4914973 12.9625182, 77.4915416 12.962699, 77.4916523 12.9627604, 77.4919826 12.9627704, 77.4924933 12.9634308, 77.4929632 12.963741, 77.4930739 12.9639932, 77.4931437 12.964705, 77.4929564 12.9647515, 77.4929258 12.964919, 77.4926721 12.964934, 77.4927198 12.9657802, 77.4925836 12.9661153, 77.4926142 12.9663426, 77.4927215 12.9670229, 77.4928015 12.9675837, 77.4927981 12.9678691, 77.4928492 12.9679155))",12.965461577901253,77.49481615034121
,"POLYGON ((77.4857356 12.9594811, 77.4862119 12.9593599, 77.4858483 12.9580034, 77.485372 12.9581246, 77.4857356 12.9594811))",12.95874225,77.48579194999999
,"POLYGON ((77.4795435 12.9590587, 77.4798269 12.9591293, 77.481069 12.9590139, 77.4810852 12.9591799, 77.4816552 12.9591255, 77.481656 12.958968, 77.4817696 12.9589574, 77.4817932 12.9591983, 77.4845407 12.9589432, 77.4845423 12.9592014, 77.4844577 12.9592848, 77.4838033 12.9594986, 77.4835888 12.959415, 77.4832669 12.9593941, 77.4828041 12.9595782, 77.4822155 12.9598123, 77.4815074 12.9599587, 77.4807242 12.9597694, 77.4800279 12.9594777, 77.4795602 12.959332, 77.4795435 12.9590587))",12.959382973479435,77.4819178510003
Vishveshwaraiah Layout 6th Block Park,"POLYGON ((77.4759187 12.9564554, 77.4762166 12.9564504, 77.4766065 12.9563708, 77.4764414 12.9555395, 77.476312 12.9551595, 77.4759272 12.9551662, 77.4759187 12.9564554))",12.955851995265045,77.47620501855519
,"POLYGON ((77.5982714 12.9313035, 77.5970946 12.9313778, 77.5982726 12.9309467, 77.5982714 12.9313035))",12.931209333333333,77.59787953333334
Byrasandra Lake Park,"POLYGON ((77.5942946 12.9311274, 77.5944387 12.9311038, 77.5945243 12.9310933, 77.5946104 12.9310885, 77.5947073 12.9310902, 77.5948037 12.9310992, 77.5948991 12.9311156, 77.5955857 12.9312912, 77.5955823 12.9313193, 77.5955736 12.9313902, 77.5959582 12.9316491, 77.5960275 12.9313789, 77.5965576 12.9313441, 77.5964155 12.9307824, 77.5964109 12.930627, 77.5964224 12.9303119, 77.5965148 12.9299798, 77.5965248 12.9298973, 77.5964332 12.929641, 77.5962322 12.9294182, 77.5959074 12.9293337, 77.5954274 12.9294188, 77.5953992 12.9294238, 77.5946451 12.9296388, 77.5944816 12.9300507, 77.5942749 12.9300597, 77.5942946 12.9311274))",12.930403526122285,77.59547809056185
,"POLYGON ((77.5550437 12.8804052, 77.5554782 12.8807517, 77.5552998 12.8801228, 77.5550437 12.8804052))",12.880426566666667,77.55527389999999
,"POLYGON ((77.7390712 12.932972, 77.7394434 12.9327895, 77.7393509 12.9326114, 77.7392364 12.9325749, 77.7391152 12.9327337, 77.739036 12.9327745, 77.7390712 12.932972))",12.932769389900502,77.73922834551243
,"POLYGON ((77.691277 12.9302549, 77.6912683 12.9302894, 77.6912683 12.9303214, 77.6913095 12.9303855, 77.6913298 12.9303954, 77.6913482 12.9303996, 77.6914513 12.9303594, 77.6914658 12.930344, 77.6914732 12.9303255, 77.691474 12.9303099, 77.6914698 12.9302924, 77.6913962 12.9302234, 77.6913753 12.9302156, 77.6913612 12.9302149, 77.6913474 12.9302175, 77.691277 12.9302549))",12.930307266204023,77.69136577094908
,"POLYGON ((77.691293 12.9302669, 77.6912867 12.9302916, 77.6912867 12.9303163, 77.6913224 12.9303717, 77.6913361 12.9303784, 77.6913468 12.9303808, 77.6914405 12.9303443, 77.6914499 12.9303343, 77.6914549 12.9303217, 77.6914554 12.9303116, 77.691453 12.9303016, 77.6913862 12.9302389, 77.6913715 12.9302334, 77.6913625 12.930233, 77.6913536 12.9302346, 77.691293 12.9302669))",12.930307141073,77.69136543662103
,"POLYGON ((77.6915125 12.9300498, 77.6915983 12.9300531, 77.6916875 12.9301145, 77.6916526 12.9301806, 77.6916057 12.9301936, 77.691605 12.9301498, 77.6915319 12.9301479, 77.6915313 12.9301799, 77.691489 12.9301433, 77.6915125 12.9300498))",12.930114768227387,77.69158379371645
,"POLYGON ((77.6916593 12.9300361, 77.6917686 12.9300923, 77.6917532 12.9299714, 77.6916627 12.9299544, 77.6916593 12.9300361))",12.93001596776918,77.69171374868326
,"POLYGON ((77.7358554 12.9335908, 77.7356274 12.9336104, 77.7356287 12.9334937, 77.7356237 12.9333772, 77.7356124 12.933261, 77.7355948 12.9331457, 77.7355711 12.9330313, 77.7355397 12.932913, 77.7355017 12.9327966, 77.7354571 12.9326823, 77.7354768 12.9326617, 77.7355004 12.9326453, 77.7355269 12.932634, 77.735556 12.9326279, 77.7355858 12.9326279, 77.735615 12.9326339, 77.7356422 12.9326457, 77.7356874 12.932672, 77.7357365 12.9326907, 77.735788 12.9327012, 77.7358407 12.9327032, 77.7358863 12.9326981, 77.7359306 12.9326866, 77.7359728 12.932669, 77.7360119 12.9326456, 77.7360472 12.932617, 77.7361089 12.9326483, 77.736042 12.9326979, 77.7359797 12.932753, 77.7359225 12.932813, 77.7358634 12.9328881, 77.7358122 12.9329685, 77.7357696 12.9330535, 77.735746 12.9330905, 77.7357293 12.9331308, 77.7357201 12.9331734, 77.7357186 12.9332169, 77.7357246 12.9332583, 77.7357375 12.933298, 77.7357571 12.9333352, 77.7357828 12.9333686, 77.7358139 12.9333973, 77.7358554 12.9335908))",12.933021849404806,77.73570979491694
,"POLYGON ((77.7362323 12.9336757, 77.7360365 12.9336522, 77.7358903 12.9336522, 77.7359064 12.9340064, 77.7360284 12.9340691, 77.7358983 12.9343711, 77.7359871 12.9344083, 77.7358045 12.9348521, 77.7361049 12.9349619, 77.7363074 12.9348534, 77.7360566 12.934741, 77.7362913 12.9341737, 77.7367848 12.9343842, 77.7368814 12.9341685, 77.736479 12.9339437, 77.7365153 12.9338195, 77.7364281 12.9336339, 77.7362913 12.9335764, 77.7362323 12.9336757))",12.934172866405728,77.73623113398168
,"POLYGON ((77.7389752 12.9319893, 77.7379744 12.9320889, 77.7380106 12.9319556, 77.7378537 12.9316942, 77.7377805 12.9316839, 77.7375771 12.931395, 77.7382399 12.9312288, 77.738268 12.93123, 77.7382956 12.9312358, 77.7383217 12.9312458, 77.7383518 12.9312644, 77.7383772 12.9312888, 77.7383968 12.9313177, 77.7384344 12.9314537, 77.7384577 12.9314849, 77.7384853 12.9315125, 77.7385133 12.9315337, 77.7385439 12.9315512, 77.7385765 12.9315648, 77.7386766 12.9315859, 77.7387539 12.9318202, 77.738777 12.9318453, 77.7387994 12.9318551, 77.7389656 12.9318418, 77.7389752 12.9319893))",12.931680231436973,77.73825059238143
,"POLYGON ((77.7384029 12.9305943, 77.7387831 12.9305302, 77.7388 12.930565, 77.7388207 12.9305978, 77.7388448 12.9306282, 77.7388744 12.9306582, 77.7389074 12.9306847, 77.7389433 12.9307073, 77.7386932 12.9307766, 77.7387053 12.9310432, 77.738484 12.9312458, 77.7384559 12.9312046, 77.7384223 12.9311674, 77.7383799 12.9311323, 77.7383326 12.9311038, 77.7382815 12.9310825, 77.7385162 12.9308132, 77.7383888 12.9306929, 77.7384029 12.9305943))",12.930846978896232,77.73858023135334
